Nazwa,Ticker,Kwartał [-],Data publikacji,Kurs [zł],Liczba akcji [-],Przychody ze sprzedaży [tys. zł],Zysk netto [tys. zł],Zysk operacyjny (EBIT) [tys. zł],Wartość księgowa na akcję [zł],Cena/WK [-],Zysk na akcję [zł],Cena/Zysk [-],Przychody ze sprzedaży na akcję [zł],Cena/Przychód [-],Wartość księgowa Grahama na akcję [zł],Cena/Wartość księgowa Grahama [-],ROE [%],ROA [%],Marża zysku netto [%],Nazwa+ticker
REMAK,RMK,2021/Q4,2022-03-03,15.44,3000000,76702.0,2189.0,2408.0,21.38,0.71,3.15,4.82,74.39,0.2,20.08,0.76,14.74,5.71,4.24,REMAK (RMK)
REMAK,RMK,2022/Q1,2022-04-29,13.71,3000000,42191.0,206.0,520.0,21.45,0.78,2.61,6.39,75.27,0.22,19.66,0.85,12.18,5.95,3.47,REMAK (RMK)
REMAK,RMK,2022/Q2,2022-08-11,12.8,3000000,39371.0,149.0,485.0,21.5,0.53,1.54,7.35,70.46,0.16,19.8,0.57,7.15,3.6,2.18,REMAK (RMK)
REMAK,RMK,2022/Q3,2022-10-31,11.89,3000000,51887.0,241.0,138.0,21.57,0.52,0.93,12.12,70.05,0.16,21.14,0.53,4.3,1.93,1.33,REMAK (RMK)
REMAK,RMK,2022/Q4,2023-03-03,14.24,3000000,51763.0,1812.0,3556.0,22.19,0.57,0.8,15.82,61.74,0.21,26.06,0.49,3.62,1.61,1.3,REMAK (RMK)
REMAK,RMK,2023/Q1,2023-04-28,14.24,3000000,29535.0,315.0,1380.0,22.29,0.58,0.84,15.49,57.52,0.23,19.39,0.67,3.76,1.77,1.46,REMAK (RMK)
REMAK,RMK,2023/Q2,2023-08-11,14.81,3000000,57399.0,1040.0,2065.0,22.64,0.61,1.14,12.19,63.53,0.22,19.34,0.72,5.02,2.4,1.79,REMAK (RMK)
REMAK,RMK,2023/Q3,2023-10-31,14.48,3000000,52402.0,43.0,38.0,22.65,0.61,1.07,12.85,63.7,0.22,23.73,0.58,4.72,1.98,1.68,REMAK (RMK)
REMAK,RMK,2023/Q4,2024-03-04,15.48,3000000,70434.0,3994.0,2691.0,23.99,0.59,1.8,7.93,69.92,0.2,28.09,0.51,7.49,2.98,2.57,REMAK (RMK)
REMAK,RMK,2024/Q1,2024-04-29,15.34,3000000,42463.0,2190.0,419.0,24.72,0.68,2.42,6.96,74.23,0.23,27.15,0.62,9.8,3.87,3.26,REMAK (RMK)
REMAK,RMK,2024/Q2,2024-08-09,14.57,3000000,64533.0,-973.0,-931.0,24.09,0.66,1.75,9.02,76.61,0.21,23.35,0.68,7.27,2.84,2.29,REMAK (RMK)
REMAK,RMK,2024/Q3,2024-10-31,12.22,3000000,58569.0,-705.0,-69.0,23.85,0.56,1.5,8.85,78.67,0.17,18.34,0.73,6.3,2.56,1.91,REMAK (RMK)
REMAK,RMK,2024/Q4,2025-03-05,13.64,3000000,71859.0,4481.0,5869.0,25.35,0.47,1.66,7.09,79.14,0.15,18.36,0.64,6.57,2.87,2.1,REMAK (RMK)
REMAK,RMK,2025/Q1,2025-04-29,13.15,3000000,40201.0,113.0,1382.0,25.39,0.54,0.97,14.09,78.39,0.17,17.18,0.8,3.83,1.71,1.24,REMAK (RMK)
REMAK,RMK,2025/Q2,2025-08-14,12.95,3000000,44824.0,575.0,602.0,25.31,0.54,1.49,9.24,71.82,0.19,16.09,0.85,5.88,2.62,2.07,REMAK (RMK)
REMAK,RMK,2025/Q3,2025-10-31,12.95,3000000,41371.0,-3972.0,-3056.0,23.95,0.54,0.4,32.58,66.09,0.2,14.67,0.89,1.67,0.72,0.6,REMAK (RMK)
REINO,RNC,2010/Q4,2011-02-14,60.69,15906876,1368655.0,16439.0,53058.0,24.54,2.35,1.25,45.99,86.89,0.66,-10.77,,5.1,1.51,1.44,REINO (RNC)
REINO,RNC,2011/Q1,2011-05-14,,15906876,370218.0,1891.0,8868.0,24.72,3.24,1.22,65.59,109.95,0.73,-10.63,,4.93,1.54,1.11,REINO (RNC)
REINO,RNC,2011/Q2,2011-08-14,,15906876,374406.0,4553.0,9035.0,24.94,2.31,1.56,36.98,133.15,0.43,-11.16,,6.25,1.94,1.17,REINO (RNC)
REINO,RNC,2011/Q3,2011-11-14,28.27,15906876,315530.0,1348.0,5543.0,24.62,1.4,1.6,21.48,152.69,0.23,-10.11,,6.51,2.07,1.05,REINO (RNC)
REINO,RNC,2011/Q4,2012-02-14,32.42,15906876,326475.0,1314.0,20224.0,24.89,1.22,0.56,53.94,87.17,0.35,-9.97,,2.26,0.72,0.65,REINO (RNC)
REINO,RNC,2012/Q1,2012-05-14,25.52,15906876,293349.0,2135.0,11625.0,24.86,1.35,0.58,57.82,82.34,0.41,-9.95,,2.34,0.78,0.71,REINO (RNC)
REINO,RNC,2012/Q2,2012-08-14,20.69,15906876,313106.0,189.0,9751.0,24.49,1.24,0.3,100.04,78.49,0.39,-10.05,,1.24,0.41,0.39,REINO (RNC)
REINO,RNC,2012/Q3,2012-11-14,18.62,15906876,304163.0,-8709.0,998.0,23.87,1.21,-0.33,,77.77,0.37,-11.01,,-1.37,-0.44,-0.42,REINO (RNC)
REINO,RNC,2012/Q4,2013-02-14,22.4,15906876,352464.0,6675.0,22547.0,24.5,0.78,0.0,5873.31,79.4,0.24,-9.98,,0.01,0.0,0.0,REINO (RNC)
REINO,RNC,2013/Q1,2013-05-14,18.4,15906876,289366.0,-4234.0,5736.0,24.33,0.79,-0.4,,79.15,0.24,-10.56,,-1.65,-0.53,-0.51,REINO (RNC)
REINO,RNC,2013/Q2,2013-08-14,15.2,15906876,300732.0,-3587.0,9794.0,23.85,0.67,-0.64,,78.38,0.2,-11.1,,-2.67,-0.85,-0.81,REINO (RNC)
REINO,RNC,2013/Q3,2013-11-14,20.0,18227062,307022.0,-10360.0,8114.0,20.17,0.71,-0.65,,68.56,0.21,-11.68,,-3.21,-0.99,-0.94,REINO (RNC)
REINO,RNC,2013/Q4,2014-03-13,,22104427,343362.0,-6818.0,12686.0,17.53,0.96,-1.14,,56.12,0.3,-7.98,,-6.51,-2.11,-2.03,REINO (RNC)
REINO,RNC,2014/Q1,2014-05-23,15.1,22104427,290709.0,1011.0,10210.0,17.06,1.04,-0.9,,56.18,0.32,-9.55,,-5.27,-1.75,-1.6,REINO (RNC)
REINO,RNC,2014/Q2,2014-08-29,9.6,23419593,309960.0,2045.0,11649.0,16.02,0.84,-0.61,,53.42,0.25,-9.13,,-3.81,-1.22,-1.14,REINO (RNC)
REINO,RNC,2014/Q3,2014-11-14,8.5,23419593,308544.0,957.0,10792.0,16.54,0.65,-0.13,,53.48,0.2,-8.47,,-0.79,-0.27,-0.25,REINO (RNC)
REINO,RNC,2014/Q4,2015-03-13,7.2,23419593,344504.0,-2774.0,9884.0,16.12,0.42,0.04,156.28,53.53,0.13,-9.1,,0.27,0.09,0.08,REINO (RNC)
REINO,RNC,2015/Q1,2015-05-15,6.7,23419593,266425.0,-2102.0,4908.0,15.48,0.48,-0.09,,52.5,0.14,-9.79,,-0.59,-0.19,-0.17,REINO (RNC)
REINO,RNC,2015/Q2,2015-08-21,5.5,23419593,291335.0,-4826.0,5824.0,15.28,0.39,-0.38,,51.7,0.12,-10.07,,-2.51,-0.78,-0.74,REINO (RNC)
REINO,RNC,2015/Q3,2015-11-06,3.0,23419593,357203.0,10941.0,20926.0,16.54,0.23,0.04,87.34,53.78,0.07,-8.46,,0.26,0.09,0.08,REINO (RNC)
REINO,RNC,2015/Q4,2016-03-11,3.0,23419593,310066.0,-12001.0,2786.0,15.58,0.17,-0.35,,52.31,0.05,-10.51,,-2.25,-0.74,-0.67,REINO (RNC)
REINO,RNC,2016/Q1,2016-05-05,2.75,23419593,121.0,87.0,-92.0,0.89,3.02,-0.25,,40.94,0.07,-0.04,,-28.43,-22.86,-0.62,REINO (RNC)
REINO,RNC,2016/Q2,2016-08-08,2.0,23419593,126.0,18.0,-125.0,0.89,2.67,-0.05,,28.5,0.08,-0.05,,-5.22,-4.2,-0.16,REINO (RNC)
REINO,RNC,2016/Q3,2016-10-27,1.83,23419593,155.0,77.0,129.0,0.9,1.99,-0.5,,13.26,0.14,-0.04,,-56.17,-45.21,-3.8,REINO (RNC)
REINO,RNC,2016/Q4,2017-03-10,1.5,23419593,165.0,-20438.0,-2630.0,0.03,77.28,-0.86,,0.02,80.96,0.02,88.96,-3410.1,-403.18,-3572.49,REINO (RNC)
REINO,RNC,2017/Q1,2017-05-24,,23419593,0.0,295.0,104.0,0.03,36.98,-0.86,,0.02,53.56,0.03,39.29,-3103.41,-393.95,-4495.07,REINO (RNC)
REINO,RNC,2017/Q2,2017-08-25,0.98,23419593,299.0,-301.0,-5.0,0.03,31.86,-0.87,,0.03,30.27,-0.18,,-3463.78,-404.99,-3290.31,REINO (RNC)
REINO,RNC,2017/Q3,2017-11-10,0.73,24424613,78.0,-139.0,-69.0,0.02,48.96,-0.84,,0.02,40.56,-0.17,,-4584.19,-430.61,-3797.6,REINO (RNC)
REINO,RNC,2017/Q4,2018-03-09,0.57,24424613,55.0,-478.0,-453.0,-0.0,,-0.03,,0.02,32.79,-0.0,,2148.28,-14.27,-144.21,REINO (RNC)
REINO,RNC,2018/Q1,2018-05-10,,24424613,75.0,-8.0,14.0,-0.0,,-0.04,,0.02,26.01,-0.0,,2502.7,-21.0,-182.64,REINO (RNC)
REINO,RNC,2018/Q2,2018-08-24,1.6,24424613,119.0,-5.0,-11.0,-0.0,,-0.03,,0.01,103.82,-0.0,,840.0,-14.42,-192.66,REINO (RNC)
REINO,RNC,2018/Q3,2018-11-09,1.5,24424613,128.0,43.0,48.0,-0.0,,-0.02,,0.02,104.31,-0.0,,1792.0,-10.23,-118.83,REINO (RNC)
REINO,RNC,2018/Q4,2019-04-30,1.6,24303302,336.0,-106.0,-440.0,2.46,0.65,-0.0,,0.03,58.73,-0.0,,-0.19,-0.17,-17.63,REINO (RNC)
REINO,RNC,2019/Q1,2019-05-22,,24303302,638.0,-469.0,-662.0,2.45,0.65,-0.02,,0.05,31.65,-0.09,,-0.7,-0.61,-33.91,REINO (RNC)
REINO,RNC,2019/Q2,2019-09-23,1.65,24303302,945.0,-336.0,-484.0,2.44,0.64,-0.03,,0.08,18.4,-0.09,,-1.15,-1.02,-33.22,REINO (RNC)
REINO,RNC,2019/Q3,2019-11-20,1.6,24303302,1145.0,417.0,21.0,2.44,0.72,-0.01,,0.13,13.88,-0.1,,-0.32,-0.27,-6.27,REINO (RNC)
REINO,RNC,2019/Q4,2020-04-30,1.45,24303302,584.0,-1559.0,-1662.0,2.65,0.56,-0.05,,0.14,10.93,0.02,65.13,-1.99,-1.86,-38.68,REINO (RNC)
REINO,RNC,2020/Q1,2020-05-27,1.45,42478050,569.0,-1436.0,-822.0,1.49,0.88,-0.04,,0.08,17.29,-0.01,,-3.0,-2.77,-58.74,REINO (RNC)
REINO,RNC,2020/Q2,2020-09-29,1.43,42478050,566.0,-1050.0,-1063.0,1.47,1.0,-0.05,,0.07,21.8,-0.05,,-3.1,-2.78,-67.53,REINO (RNC)
REINO,RNC,2020/Q3,2020-11-19,1.46,42478050,1443.0,-194.0,-347.0,1.46,0.98,-0.06,,0.07,19.21,-0.06,,-4.34,-3.85,-85.33,REINO (RNC)
REINO,RNC,2020/Q4,2021-04-30,1.52,42478050,928.0,-943.0,-946.0,1.44,1.01,-0.07,,0.08,17.69,-0.08,,-4.88,-4.27,-85.34,REINO (RNC)
REINO,RNC,2021/Q1,2021-05-31,1.6,42478050,2996.0,1259.0,1430.0,1.74,0.92,-0.04,,0.14,11.46,0.23,6.9,-2.25,-2.09,-27.91,REINO (RNC)
REINO,RNC,2021/Q2,2021-09-28,2.0,49978050,3351.0,572.0,704.0,0.64,2.62,-0.03,,0.17,9.69,0.18,9.18,-4.34,-3.62,-16.02,REINO (RNC)
REINO,RNC,2021/Q3,2021-11-25,1.91,49978050,1943.0,-576.0,-693.0,0.63,3.04,-0.04,,0.18,10.41,0.17,11.11,-5.61,-4.68,-19.21,REINO (RNC)
REINO,RNC,2021/Q4,2022-04-28,1.47,80700000,2374.0,-780.0,-792.0,0.5,3.37,0.01,287.12,0.13,12.79,0.19,8.7,1.17,0.78,4.45,REINO (RNC)
REINO,RNC,2022/Q1,2022-05-30,1.35,80700000,4178.0,804.0,1444.0,0.51,2.87,0.01,135.89,0.15,10.01,-0.08,,2.12,1.39,7.37,REINO (RNC)
REINO,RNC,2022/Q2,2022-09-29,1.3,80700000,3312.0,-315.0,11.0,0.51,2.76,0.01,188.61,0.15,9.57,-0.09,,1.46,0.97,5.07,REINO (RNC)
REINO,RNC,2022/Q3,2022-11-29,1.35,80700000,3387.0,-641.0,-258.0,0.5,2.56,0.01,182.82,0.16,7.8,-0.11,,1.4,0.91,4.26,REINO (RNC)
REINO,RNC,2022/Q4,2023-04-27,1.41,80700000,3298.0,-669.0,-349.0,0.49,2.75,-0.01,,0.18,7.69,-0.16,,-2.07,-1.36,-5.79,REINO (RNC)
REINO,RNC,2023/Q1,2023-05-30,1.41,80700000,5847.0,534.0,946.0,0.5,2.87,-0.01,,0.2,7.28,-0.15,,-2.72,-1.77,-6.89,REINO (RNC)
REINO,RNC,2023/Q2,2023-09-29,1.43,80700000,6787.0,-327.0,-38.0,0.49,2.63,-0.01,,0.24,5.43,-0.14,,-2.77,-1.81,-5.71,REINO (RNC)
REINO,RNC,2023/Q3,2023-11-29,1.39,80700000,6934.0,-292.0,289.0,0.49,2.92,-0.01,,0.28,5.05,-0.15,,-1.91,-1.24,-3.3,REINO (RNC)
REINO,RNC,2023/Q4,2024-04-25,,80700000,7997.0,383.0,657.0,0.49,2.87,0.0,379.13,0.34,4.1,-0.18,,0.76,0.47,1.08,REINO (RNC)
REINO,RNC,2024/Q1,2024-05-27,1.33,80700000,7938.0,468.0,968.0,0.49,2.73,0.0,469.59,0.37,3.67,-0.17,,0.58,0.36,0.78,REINO (RNC)
REINO,RNC,2024/Q2,2024-09-26,1.28,80700000,7130.0,-834.0,-573.0,0.51,2.71,-0.0,,0.37,3.69,-0.18,,-0.67,-0.43,-0.92,REINO (RNC)
REINO,RNC,2024/Q3,2024-11-28,1.3,80700000,8960.0,-417.0,-107.0,0.49,2.62,-0.01,,0.4,3.23,-0.18,,-1.01,-0.62,-1.25,REINO (RNC)
REINO,RNC,2024/Q4,2025-04-30,1.18,81950000,10981.0,-10109.0,-80.0,0.19,6.9,-0.13,,0.43,3.14,-0.18,,-68.41,-26.66,-31.11,REINO (RNC)
REINO,RNC,2025/Q1,2025-05-29,1.11,81950000,7976.0,39.0,217.0,0.18,6.37,-0.14,,0.43,2.69,-0.19,,-76.49,-29.27,-32.3,REINO (RNC)
REINO,RNC,2025/Q2,2025-09-25,0.87,87442895,13421.0,-376.0,134.0,0.27,3.79,-0.12,,0.47,2.2,-0.2,,-45.23,-18.45,-26.28,REINO (RNC)
RENDER,RND,2020/Q4,2021-03-20,,1000000,6452.0,5688.0,6077.0,5.97,,5.85,,7.46,,5.97,,98.01,87.79,78.43,RENDER (RND)
RENDER,RND,2021/Q3,2021-12-15,,1064800,4990.0,3852.0,4262.0,20.07,,11.04,,13.94,,13.41,,55.02,54.41,79.2,RENDER (RND)
RENDER,RND,2021/Q4,2022-02-11,124.98,1064800,5007.0,2671.0,4215.0,21.97,5.83,8.21,15.59,12.58,10.17,13.15,9.73,37.36,34.33,65.22,RENDER (RND)
RENDER,RND,2022/Q1,2022-05-13,96.07,1064800,2387.0,1338.0,1656.0,23.82,5.46,8.37,15.53,13.22,9.83,15.0,8.67,35.14,34.83,63.3,RENDER (RND)
RENDER,RND,2022/Q2,2022-08-12,108.83,1064800,2693.0,1496.0,1832.0,24.63,3.9,8.79,10.92,14.16,6.78,15.11,6.35,35.68,35.37,62.06,RENDER (RND)
RENDER,RND,2022/Q3,2022-11-11,,1064800,1976.0,720.0,942.0,25.19,4.64,5.85,20.01,11.33,10.33,15.36,7.62,23.21,22.77,51.6,RENDER (RND)
RENDER,RND,2022/Q4,2023-02-14,119.88,1064800,6887.0,4441.0,5316.0,29.48,3.94,7.51,15.45,13.09,8.86,17.52,6.62,25.47,25.21,57.34,RENDER (RND)
RENDER,RND,2023/Q1,2023-05-15,125.83,1064800,2075.0,298.0,328.0,29.76,4.84,6.53,22.05,12.8,11.25,18.24,7.89,21.95,21.61,51.02,RENDER (RND)
RENDER,RND,2023/Q2,2023-08-14,212.55,1064800,2653.0,895.0,1147.0,30.6,5.69,5.97,29.16,12.76,13.63,19.08,9.12,19.5,19.24,46.75,RENDER (RND)
RENDER,RND,2023/Q3,2023-11-14,170.04,1064800,4154.0,2770.0,3356.0,33.2,6.2,7.89,26.1,14.81,13.91,21.08,9.77,23.77,23.48,53.29,RENDER (RND)
RENDER,RND,2023/Q4,2024-02-14,126.68,1071900,6577.0,3637.0,5063.0,36.84,4.23,7.09,22.0,14.42,10.82,24.15,6.46,19.25,19.05,49.16,RENDER (RND)
RENDER,RND,2024/Q1,2024-05-31,116.9,1071900,5091.0,2476.0,3417.0,39.15,3.09,9.12,13.26,17.24,7.02,27.24,4.44,23.3,23.05,52.93,RENDER (RND)
RENDER,RND,2024/Q2,2024-09-20,111.08,1071900,3222.0,480.0,1055.0,34.0,3.81,8.74,14.83,17.77,7.29,21.91,5.91,25.69,21.29,49.17,RENDER (RND)
RENDER,RND,2024/Q3,2024-11-29,93.82,1071900,3761.0,1366.0,1905.0,35.27,3.3,7.43,15.69,17.4,6.7,23.84,4.89,21.05,20.07,42.67,RENDER (RND)
RENDER,RND,2024/Q4,2025-04-30,68.15,1071900,5105.0,2829.0,3091.0,37.91,2.4,6.67,13.64,16.03,5.68,26.08,3.49,17.6,16.85,41.63,RENDER (RND)
RENDER,RND,2025/Q1,2025-05-20,77.71,1071900,4805.0,1476.0,2347.0,39.29,2.04,5.74,13.94,15.76,5.08,28.34,2.82,14.61,13.94,36.41,RENDER (RND)
RENDER,RND,2025/Q2,2025-09-22,74.0,1076900,2870.0,1051.0,673.0,26.58,4.42,6.24,18.82,15.36,7.65,16.55,7.1,23.48,14.91,40.64,RENDER (RND)
RANKPROGR,RNK,2010/Q2,2010-08-31,8.98,37145050,11562.0,66854.0,94892.0,8.46,,1.48,,1.96,,-4.38,,17.51,6.84,75.66,RANKPROGR (RNK)
RANKPROGR,RNK,2010/Q3,2010-11-10,9.53,37145050,12527.0,16939.0,15374.0,8.91,1.15,2.02,5.07,1.81,5.66,-5.09,,22.66,9.77,111.49,RANKPROGR (RNK)
RANKPROGR,RNK,2010/Q4,2011-03-21,9.69,37145050,15711.0,13661.0,4191.0,9.3,1.12,2.45,4.25,1.42,7.32,-5.53,,26.32,10.66,172.06,RANKPROGR (RNK)
RANKPROGR,RNK,2011/Q1,2011-05-13,11.61,37145050,14537.0,34613.0,43793.0,10.24,1.16,3.56,3.35,1.46,8.15,-0.64,,34.73,13.84,243.05,RANKPROGR (RNK)
RANKPROGR,RNK,2011/Q2,2011-08-31,9.52,37145050,18862.0,19504.0,32926.0,10.46,1.19,2.28,5.48,1.66,7.53,-1.26,,21.8,8.77,137.45,RANKPROGR (RNK)
RANKPROGR,RNK,2011/Q3,2011-11-14,8.05,37145050,21472.0,41274.0,44995.0,11.58,0.85,2.94,3.36,1.9,5.19,-2.03,,25.35,11.7,154.5,RANKPROGR (RNK)
RANKPROGR,RNK,2011/Q4,2012-02-14,11.8,37145050,113713.0,56296.0,34777.0,13.1,0.68,4.08,2.2,4.54,1.98,-2.29,,31.17,15.68,89.98,RANKPROGR (RNK)
RANKPROGR,RNK,2012/Q1,2012-05-15,12.0,37145050,6641.0,-25232.0,-44689.0,12.43,1.09,2.47,5.46,4.33,3.12,-3.02,,19.89,10.43,57.16,RANKPROGR (RNK)
RANKPROGR,RNK,2012/Q2,2012-08-31,7.31,37145050,13507.0,-6673.0,4882.0,10.9,0.83,1.77,5.12,4.18,2.16,-4.92,,16.22,8.01,42.27,RANKPROGR (RNK)
RANKPROGR,RNK,2012/Q3,2012-11-14,10.82,37145050,8896.0,36038.0,28678.0,11.86,0.67,1.63,4.9,3.84,2.07,-5.27,,13.72,7.18,42.33,RANKPROGR (RNK)
RANKPROGR,RNK,2012/Q4,2013-03-21,9.99,37183550,7326.0,20236.0,18621.0,12.39,0.89,0.66,16.81,0.98,11.27,-6.42,,5.29,2.82,67.0,RANKPROGR (RNK)
RANKPROGR,RNK,2013/Q1,2013-05-15,7.83,37183550,13962.0,-176.0,10280.0,12.38,0.82,1.33,7.63,1.18,8.63,-7.38,,10.73,5.5,113.12,RANKPROGR (RNK)
RANKPROGR,RNK,2013/Q2,2013-09-02,7.0,37183550,8406.0,-9953.0,2124.0,12.12,0.7,1.24,6.88,1.04,8.23,-9.5,,10.24,4.78,119.58,RANKPROGR (RNK)
RANKPROGR,RNK,2013/Q3,2013-11-14,8.3,37183550,9821.0,-7634.0,-9823.0,11.91,0.63,0.07,113.57,1.06,7.1,-9.52,,0.56,0.25,6.26,RANKPROGR (RNK)
RANKPROGR,RNK,2013/Q4,2014-03-21,5.8,37183550,17958.0,6794.0,10776.0,11.98,0.53,-0.3,,1.35,4.67,-10.95,,-2.46,-1.08,-21.87,RANKPROGR (RNK)
RANKPROGR,RNK,2014/Q1,2014-05-15,6.2,37183550,18898.0,-5697.0,2272.0,11.82,0.54,-0.44,,1.48,4.28,-9.81,,-3.75,-1.56,-29.94,RANKPROGR (RNK)
RANKPROGR,RNK,2014/Q2,2014-09-01,4.69,37183550,15139.0,-28086.0,-27210.0,11.07,0.5,-0.93,,1.66,3.3,-9.66,,-8.41,-3.4,-56.01,RANKPROGR (RNK)
RANKPROGR,RNK,2014/Q3,2014-11-14,3.24,37183550,14687.0,-8817.0,-289.0,10.83,0.4,-0.96,,1.79,2.39,-10.33,,-8.89,-3.63,-53.7,RANKPROGR (RNK)
RANKPROGR,RNK,2014/Q4,2015-03-23,2.87,37183550,14939.0,-17095.0,2857.0,10.39,0.25,-1.61,,1.71,1.51,-11.51,,-15.46,-5.79,-93.77,RANKPROGR (RNK)
RANKPROGR,RNK,2015/Q1,2015-05-15,2.49,37183550,21226.0,-17154.0,-29597.0,9.93,0.28,-1.91,,1.77,1.58,-11.36,,-19.27,-7.0,-107.82,RANKPROGR (RNK)
RANKPROGR,RNK,2015/Q2,2015-08-31,2.21,37183550,15858.0,-9400.0,16284.0,9.69,0.32,-1.41,,1.79,1.73,-11.95,,-14.56,-5.35,-78.65,RANKPROGR (RNK)
RANKPROGR,RNK,2015/Q3,2015-11-16,0.74,37183550,15386.0,-21173.0,-1971.0,9.12,0.19,-1.74,,1.81,0.97,-12.59,,-19.12,-6.6,-96.16,RANKPROGR (RNK)
RANKPROGR,RNK,2015/Q4,2016-03-21,0.93,37183550,21353.0,-3083.0,-3607.0,9.04,0.11,-1.37,,1.99,0.51,-12.23,,-15.12,-5.24,-68.83,RANKPROGR (RNK)
RANKPROGR,RNK,2016/Q1,2016-05-16,3.87,37183550,22448.0,6812.0,20050.0,9.2,0.27,-0.72,,2.02,1.23,-10.64,,-7.85,-2.92,-35.77,RANKPROGR (RNK)
RANKPROGR,RNK,2016/Q2,2016-08-31,2.17,37183550,16713.0,5809.0,23348.0,9.35,0.26,-0.31,,2.04,1.18,-10.96,,-3.35,-1.24,-15.33,RANKPROGR (RNK)
RANKPROGR,RNK,2016/Q3,2016-11-14,2.03,37183550,23224.0,621.0,-2764.0,9.35,0.2,0.27,6.95,2.25,0.84,-10.44,,2.92,1.11,12.13,RANKPROGR (RNK)
RANKPROGR,RNK,2016/Q4,2017-03-31,1.75,37183550,17258.0,2070.0,23826.0,9.41,0.2,0.41,4.54,2.14,0.87,-10.99,,4.38,1.64,19.23,RANKPROGR (RNK)
RANKPROGR,RNK,2017/Q1,2017-05-25,2.41,37183550,21397.0,-11194.0,-24554.0,9.1,0.19,-0.07,,2.11,0.83,-10.56,,-0.8,-0.3,-3.43,RANKPROGR (RNK)
RANKPROGR,RNK,2017/Q2,2017-09-27,1.96,37183550,16635.0,397.0,7608.0,9.1,0.2,-0.22,,2.11,0.88,-7.66,,-2.39,-1.01,-10.32,RANKPROGR (RNK)
RANKPROGR,RNK,2017/Q3,2017-11-24,1.73,37183550,12890.0,-644.0,10613.0,9.11,0.21,-0.25,,1.83,1.03,-7.54,,-2.77,-1.17,-13.74,RANKPROGR (RNK)
RANKPROGR,RNK,2017/Q4,2018-03-29,2.25,37183550,34220.0,13267.0,6642.0,9.47,0.2,0.05,38.89,2.29,0.83,-7.23,,0.52,0.22,2.14,RANKPROGR (RNK)
RANKPROGR,RNK,2018/Q1,2018-05-29,1.57,37183550,17833.0,1566.0,8731.0,9.39,0.24,0.39,5.74,2.19,1.03,-7.43,,4.18,1.8,17.88,RANKPROGR (RNK)
RANKPROGR,RNK,2018/Q2,2018-09-28,1.9,37183550,32269.0,22455.0,33447.0,10.0,0.2,0.99,1.98,2.61,0.75,-7.33,,9.86,4.6,37.69,RANKPROGR (RNK)
RANKPROGR,RNK,2018/Q3,2018-11-28,1.65,37183550,13199.0,-4928.0,-8284.0,9.87,0.19,0.87,2.18,2.62,0.72,-7.19,,8.82,4.12,33.18,RANKPROGR (RNK)
RANKPROGR,RNK,2018/Q4,2019-04-30,1.47,37183550,25180.0,-4975.0,10817.0,9.73,0.16,0.38,4.19,2.38,0.67,-7.6,,3.9,1.8,15.96,RANKPROGR (RNK)
RANKPROGR,RNK,2019/Q1,2019-05-30,1.21,37183550,17589.0,310.0,4070.0,9.74,0.16,0.35,4.47,2.37,0.65,-7.64,,3.55,1.63,14.58,RANKPROGR (RNK)
RANKPROGR,RNK,2019/Q2,2019-09-26,1.34,37183550,12225.0,-10957.0,-2544.0,9.45,0.15,-0.55,,1.83,0.77,-8.94,,-5.85,-2.45,-30.14,RANKPROGR (RNK)
RANKPROGR,RNK,2019/Q3,2019-11-28,1.44,37183550,61293.0,17983.0,33421.0,9.93,0.13,0.06,19.69,3.13,0.4,-8.62,,0.64,0.3,2.03,RANKPROGR (RNK)
RANKPROGR,RNK,2019/Q4,2020-04-29,0.98,37183550,12846.0,745.0,-14263.0,10.25,0.14,0.22,6.44,2.8,0.5,-7.95,,2.12,1.04,7.77,RANKPROGR (RNK)
RANKPROGR,RNK,2020/Q1,2020-06-16,1.36,37183550,15717.0,3683.0,28614.0,10.35,0.07,0.31,2.43,2.75,0.27,-8.54,,2.98,1.41,11.22,RANKPROGR (RNK)
RANKPROGR,RNK,2020/Q2,2020-09-24,1.77,37183550,9297.0,-13760.0,-23634.0,9.98,0.13,0.23,5.63,2.67,0.49,-8.31,,2.33,1.1,8.72,RANKPROGR (RNK)
RANKPROGR,RNK,2020/Q3,2020-11-26,1.53,37183550,31601.0,10341.0,20584.0,10.26,0.17,0.03,63.75,1.87,0.93,-8.02,,0.26,0.12,1.45,RANKPROGR (RNK)
RANKPROGR,RNK,2020/Q4,2021-04-28,2.34,37183550,63025.0,57071.0,59613.0,11.8,0.15,1.54,1.16,3.22,0.56,-7.73,,13.07,6.71,47.92,RANKPROGR (RNK)
RANKPROGR,RNK,2021/Q1,2021-05-27,2.76,37183550,14514.0,-3235.0,2358.0,11.71,0.14,1.36,1.21,3.19,0.51,-7.89,,11.58,5.92,42.57,RANKPROGR (RNK)
RANKPROGR,RNK,2021/Q2,2021-09-23,2.8,37183550,10412.0,4594.0,-9123.0,11.83,0.2,1.85,1.28,3.22,0.73,-7.11,,15.63,8.33,57.52,RANKPROGR (RNK)
RANKPROGR,RNK,2021/Q3,2021-11-25,2.34,37183550,25145.0,5531.0,12404.0,11.98,0.2,1.72,1.42,3.04,0.81,-6.93,,14.35,7.85,56.55,RANKPROGR (RNK)
